,NAME,Summary,DrugBank Accession Number,Background,Groups,Weight,Indication,CancerType
220,Tanespimycin,,DB05134,"Tanespimycin, manufactured by Conforma Therapeutics is under development as a small molecule inhibitor of heat shock protein 90 (HSP90). It is developed for the treatment of several types of cancer, solid tumors or chronic myelogenous leukemia.
",Investigational,585.698,"Investigated for use/treatment in leukemia (myeloid) and solid tumors.
Reduce drug development failure ratesBuild, train, & validate machine-learning modelswith evidence-based and structured datasets.See how  Build, train, & validate predictive machine-learning models with structured datasets.See how",BONE
221,Temozolomide,Temozolomide is an alkylating agent used to treat glioblastoma multiforme and refractory anaplastic astrocytoma.,DB00853,"Refractory anaplastic astrocytoma (WHO grade III) and Glioblastoma multiforme (WHO grade IV) are primary malignant brain tumours with poor prognosis and limited treatment options. Despite considerable genetic heterogeneity, these tumours often have impaired DNA repair systems, rendering them initially sensitive to alkylating agents, although they invariably develop resistance to these agents over time.9,11,17 Temozolomide is an imidazotetrazine prodrug that is stable at acidic pH but undergoes spontaneous nonenzymatic hydrolysis at neutral or slightly basic pH; these properties allow for both oral and intravenous administration.10,13,16,17 Following initial hydrolysis, further reactions liberate a highly reactive methyl diazonium cation capable of methylating various residues on adenosine and guanine bases leading to DNA lesions and eventual apoptosis.10,16 Temozomolide as an adjunct to radiotherapy followed by maintenance dosing remains the standard of care for both Glioblastoma and refractory anaplastic astrocytoma.17
Temozolomide was granted FDA approval on August 11, 1999, as an oral capsule and subsequently on February 27, 2009, as an intravenous injection. It is currently marketed under the trademark TEMODAR® by Merck.17
","Approved, Investigational",194.1508,"Temozolomide is indicated in adult patients for the treatment of newly diagnosed glioblastoma concomitantly with radiotherapy and for use as maintenance treatment thereafter. It is also indicated for the treatment of refractory anaplastic astrocytoma in adult patients who have experienced disease progression on a drug regimen containing nitrosourea and procarbazine.17
Reduce drug development failure ratesBuild, train, & validate machine-learning modelswith evidence-based and structured datasets.See how  Build, train, & validate predictive machine-learning models with structured datasets.See how",CENTRAL_NERVOUS_SYSTEM
222,Temsirolimus,Temsirolimus is a antineoplastic agent used in the treatment of renal cell carcinoma (RCC) that works by inhibiting mTOR.,DB06287,"Temsirolimus is a derivative of sirolimus used in the treatment of renal cell carcinoma (RCC). It was developed by Wyeth Pharmaceuticals under the trade name Torisel. Temsirolimus was approved by the FDA in late May 2007 as well as the European Medicines Agency (EMEA) on November 2007.
",Approved,1030.2871,"For the treatment of renal cell carcinoma (RCC). Also investigated for use/treatment in breast cancer, lymphoma (unspecified), rheumatoid arthritis, and multiple myeloma.
Reduce drug development failure ratesBuild, train, & validate machine-learning modelswith evidence-based and structured datasets.See how  Build, train, & validate predictive machine-learning models with structured datasets.See how","BREAST, BONE, KIDNEY"
223,TGX221,,,,,,,
224,Thapsigargin,,,,,,,
225,THZ-2-102-1,,,,,,,
226,THZ-2-49,,,,,,,
227,Tipifarnib,,DB04960,"Tipifarnib (R-115777) is a substance that is being studied in the treatment of acute myeloid leukemia (AML) and other types of cancer. It belongs to the family of drugs called farnesyltransferase inhibitors. It is also called Zarnestra. In June 2005, the FDA issued a Not Approvable Letter for Zarnestra.
",Investigational,489.396,"Investigated for use/treatment in colorectal cancer, leukemia (myeloid), pancreatic cancer, and solid tumors.
Reduce drug development failure ratesBuild, train, & validate machine-learning modelswith evidence-based and structured datasets.See how  Build, train, & validate predictive machine-learning models with structured datasets.See how","PANCREAS, BONE"
228,Tivozanib,Tivozanib is a kinase inhibitor to treat adult patients with renal cell carcinoma (RCC) who have failed prior systemic therapies or experienced relapsed disease.,DB11800,"Renal cell carcinoma (RCC) is responsible for 3% of cancer cases2 and is one of the 10 most common cancers in adults. The average age of diagnosis is between age 65 to 74.10 Tivozanib, also known as FOTIVDA, is a kinase inhibitor developed to treat adult patients with relapsed or refractory advanced renal cell carcinoma (RCC) after prior failed systemic therapies. It was approved on March 10, 2021 by the FDA. Marketed by Aveo Oncology, tivozanib is a promising therapy for individuals with RCC who have not been treated successfully with other therapies.9
","Approved, Investigational",454.863,"Tivozanib is approved in the USA for the treatment of relapsed or refractory renal cell carcinoma in adult patients who have undergone two or more systemic therapies.9 In the UK and other countries, is indicated as first line therapy of adults with advanced renal cell carcinoma (RCC) and VEGFR and mTOR pathway inhibitor-naïve patients after disease progression following one previous treatment with cytokine therapy for advanced disease.8 
Reduce drug development failure ratesBuild, train, & validate machine-learning modelswith evidence-based and structured datasets.See how  Build, train, & validate predictive machine-learning models with structured datasets.See how",KIDNEY
229,TL-1-85,,,,,,,
230,TL-2-105,,,,,,,
231,Tozasertib,,,,,,,
232,TPCA-1,,,,,,,
233,Trametinib,"Trametinib is a kinase inhibitor used to treat patients with specific types of melanoma, non-small cell lung cancer, and thyroid cancer.",DB08911,"Trametinib dimethyl sulfoxide is a kinase inhibitor. Each 1-mg tablet contains 1.127 mg trametinib dimethyl sulfoxide equivalent to 1 mg of trametinib non-solvated parent. FDA approved on May 29, 2013 4.
The U.S. Food and Drug Administration approved Dabrafenib(Tafilnar) and Mekinist (trametinib), administered together, for the treatment of anaplastic thyroid cancer (ATC) that cannot be removed by surgery or has spread to other parts of the body (metastatic), and has a type of abnormal gene, BRAF V600E (BRAF V600E mutation-positive) 3.
Thyroid cancer is a disease in which cancer cells form in the tissues of the thyroid. Anaplastic thyroid cancer is a rare, aggressive type of thyroid cancer. The National Institutes of Health (NIH) estimates there will be 53,990 new cases of thyroid cancer and an estimated 2,060 deaths from the disease in the United States in 2018. Anaplastic thyroid cancer accounts for approximately 1 to 2 percent of all thyroid cancers 3.
",Approved,615.3948,"Trametinib is indicated as a single agent for the treatment of BRAF-inhibitor treatment-naïve patients with unresectable or metastatic melanoma with BRAF V600E or V600K mutations as detected by an FDAapproved test.4
It is used in combination with dabrafenib for the:4

Treatment of unresectable or metastatic melanoma with BRAF V600E or V600K mutations. 
Adjuvant treatment of patients with melanoma with BRAF V600E or V600K mutations, as detected by an FDA-approved test, and involvement of lymph node(s), following complete resection.
Treatment of patients with metastatic non-small cell lung cancer (NSCLC) with BRAF V600E mutation as detected by an FDA-approved test.
Treatment of patients with locally advanced or metastatic anaplastic thyroid cancer (ATC) with BRAF V600E mutation and with no satisfactory locoregional treatment options.

Reduce drug development failure ratesBuild, train, & validate machine-learning modelswith evidence-based and structured datasets.See how  Build, train, & validate predictive machine-learning models with structured datasets.See how","LUNG, THYROID, SKIN"
234,Tretinoin,"Tretinoin is a vitamin A derivative used to treat acne vulgaris, certain types of promyelocytic leukemia, and fine wrinkles.",DB00755,"Tretinoin, also known as all-trans-retinoic acid (ATRA), is a naturally occurring derivative of vitamin A (retinol). Retinoids such as tretinoin are important regulators of cell reproduction, proliferation, and differentiation and are used to treat acne and photodamaged skin and to manage keratinization disorders such as ichthyosis and keratosis follicularis. Tretinoin also represents the class of anticancer drugs called differentiating agents and is used in the treatment of acute promyelocytic leukemia (APL).
","Approved, Investigational, Nutraceutical",300.442,"For the the induction of remission in patients with acute promyelocytic leukemia (APL), French-American-British (FAB) classification M3 (including the M3 variant); For the topical treatment of acne vulgaris, flat warts and other skin conditions (psoriasis, ichthyosis congenita, icthyosis vulgaris, lamellar icthyosis, keratosis palmaris et plantaris, epidermolytic hyperkeratosis, senile comedones, senile keratosis, keratosis follicularis (Darier's disease), and basal cell carcinomas.); For palliative therapy to improve fine wrinkling, mottled hyperpigmentation, roughness associated with photodamage.
Tretinoin is also indicated in combination with benzoyl peroxide for the treatment of acne vulgaris in patients aged nine years and older.6
Reduce drug development failure ratesBuild, train, & validate machine-learning modelswith evidence-based and structured datasets.See how  Build, train, & validate predictive machine-learning models with structured datasets.See how","SKIN, BONE"
235,Tubastatin A,,,,,,,
236,TW 37,,,,,,,
237,UNC1215,,,,,,,
238,Veliparib,,DB07232,Not Available,Investigational,244.2923,Not Available,
239,Vinblastine,"Vinblastine is a vinca alkaloid used to treat breast cancer, testicular cancer, neuroblastoma, Hodgkin's and non-Hodgkins lymphoma, mycosis fungoides, histiocytosis, and Kaposi's sarcoma.",DB00570,"Antitumor alkaloid isolated from Vinca rosea. (Merck, 11th ed.)
",Approved,810.9741,"For treatment of breast cancer, testicular cancer, lymphomas, neuroblastoma, Hodgkin's and non-Hodgkin's lymphomas, mycosis fungoides, histiocytosis, and Kaposi's sarcoma.
Reduce drug development failure ratesBuild, train, & validate machine-learning modelswith evidence-based and structured datasets.See how  Build, train, & validate predictive machine-learning models with structured datasets.See how",BREAST
240,Vinorelbine,Vinorelbine is a vinca alkaloid used in the treatment of metastatic non-small cell lung carcinoma (NSLC) and in conjunction with other drugs in locally advanced NSCLC.,DB00361,"Vinorelbine is an anti-mitotic chemotherapy drug that is used in the treatment of several types of malignancies, including breast cancer and non-small cell lung cancer (NSCLC) 5. It was initially approved in the USA in 1990's for the treatment of NSCLC 13.
It is a third-generation vinca alkaloid. The introduction of third-generation drugs (vinorelbine, gemcitabine, taxanes) in platinum combination improved survival of patients with advanced NSCLC, with very similar results from the various drugs. Treatment toxicities are considerable in the combination treatment setting 2.
A study was done on the clearance rate of vinorelbine on individuals with various single polymorphonuclear mutations. It was found that there was 4.3-fold variation in vinorelbine clearance across the cohort, suggesting a strong influence of genetics on the clearance of this drug 7.
","Approved, Investigational",778.947,"Vinorelbine tartrate is indicated for adults in the treatment of advanced non-small cell lung cancer (NSCLC), as a single therapy or in combination with other chemotherapeutic drugs 5.
Used in relapsed or refractory Hodgkin lymphoma, in combination with other chemotherapy agents 14.
For the treatment of desmoid tumor or aggressive fibromatosis, in combination with methotrexate 14.
For the treatment of recurrent or metastatic squamous cell head and neck cancer 14.
For the treatment of recurrent ovarian cancer 14.
For the treatment of metastatic breast cancer, in patients previously treated with anthracyline and/or taxane therapy 14.
For the treatment of HER2-positive, trastuzumab-resistant, advanced breast cancer in patients previously treated with a taxane, in combination with trastuzumab and everolimus 14.
Reduce drug development failure ratesBuild, train, & validate machine-learning modelswith evidence-based and structured datasets.See how  Build, train, & validate predictive machine-learning models with structured datasets.See how","LUNG, OVARY, BREAST"
241,Vismodegib,Vismodegib is a hedgehog pathway inhibitor used to treat patients with locally advanced or metastatic basal cell carcinoma.,DB08828,"Vismodegib inhibits the hedgehog signalling pathway and is indicated for treatment of adult basal cell carcinoma. FDA approved on Jan 30, 2012.
","Approved, Investigational",421.297,"Vismodegib is used for treating locally advanced or metastatic basal cell carcinoma in patients whose carcinoma has recurred after surgery, and in patients who are not candidates for surgery or radiation.
Reduce drug development failure ratesBuild, train, & validate machine-learning modelswith evidence-based and structured datasets.See how  Build, train, & validate predictive machine-learning models with structured datasets.See how",SKIN
242,VNLG/124,,,,,,,
243,Vorinostat,"Vorinostat is a histone deacetylase (HDAC) inhibitor used for the treatment of cutaneous manifestations in patients with progressive, persistent, or recurrent cutaneous T- cell lymphoma (CTCL) following prior systemic therapies.",DB02546,"Vorinostat (rINN) or suberoylanilide hydroxamic acid (SAHA), is a drug currently under investigation for the treatment of cutaneous T cell lymphoma (CTCL), a type of skin cancer, to be used when the disease persists, gets worse, or comes back during or after treatment with other medicines. It is the first in a new class of agents known as histone deacetylase inhibitors. A recent study suggested that vorinostat also possesses some activity against recurrent glioblastoma multiforme, resulting in a median overall survival of 5.7 months (compared to 4 - 4.4 months in earlier studies). Further brain tumor trials are planned using combinations of vorinostat with other drugs.
","Approved, Investigational",264.3202,"For the treatment of cutaneous manifestations in patients with cutaneous T-cell lymphoma who have progressive, persistent or recurrent disease on or following two systemic therapies.
Reduce drug development failure ratesBuild, train, & validate machine-learning modelswith evidence-based and structured datasets.See how  Build, train, & validate predictive machine-learning models with structured datasets.See how","SKIN, CENTRAL_NERVOUS_SYSTEM"
244,VX-11e,,,,,,,
245,VX-702,,DB05470,"VX-702 is a small molecule investigational oral anti-cytokine therapy for treatment of inflammatory diseases, specifically rheumatoid arthritis (RA). It acts as a p38 MAP kinase inhibitor. In the future, VX-702 may be investigated for combination with methotrexate, a commonly used therapy for RA.
",Investigational,404.325,"Investigated for use/treatment in coronary artery disease, inflammatory disorders (unspecified), and rheumatoid arthritis.
Reduce drug development failure ratesBuild, train, & validate machine-learning modelswith evidence-based and structured datasets.See how  Build, train, & validate predictive machine-learning models with structured datasets.See how",
246,Wee1 Inhibitor,,,,,,,
247,WH-4-023,,,,,,,
248,WHI-P97,,,,,,,
249,WZ-1-84,,,,,,,
250,WZ3105,,,,,,,
251,XAV939,,,,,,,
252,XMD11-85h,,,,,,,
253,XMD13-2,,,,,,,
254,XMD14-99,,,,,,,
255,XMD15-27,,,,,,,
256,XMD8-85,,,,,,,
257,XMD8-92,,,,,,,
258,Y-39983,,,,,,,
259,YK-4-279,,,,,,,
260,YM201636,,,,,,,
261,Z-LLNle-CHO,,,,,,,
262,ZG-10,,,,,,,
263,Zibotentan,,DB06629,Not Available,Investigational,424.44,"Investigated for use/treatment in prostate cancer.
Reduce drug development failure ratesBuild, train, & validate machine-learning modelswith evidence-based and structured datasets.See how  Build, train, & validate predictive machine-learning models with structured datasets.See how",PROSTATE
264,ZM447439,,,,,,,
265,ZSTK474,,,,,,,
